applicant_id,age,employment_type,years_employed,annual_income_lakhs,monthly_income_lakhs,dependents,state,property_area,cibil_score,credit_history_years,no_of_existing_loans,existing_emi_lakhs,previous_defaults,bankruptcies,loan_type,loan_purpose,loan_amount_lakhs,tenure_months,interest_rate_pct,ltv_ratio,collateral_value_lakhs,priority_sector,emi_lakhs,foir,loan_to_income_ratio,age_at_loan_maturity,loan_approved,sanctioned_amount_lakhs,internal_score
APP040712,45,Self-Employed Business,8,29.68,2.4733,2,West Bengal,Urban,648,12,3,0.7119,0,0,Gold Loan,Agriculture,49.15,16,12.12,54.71,97.55,1,3.3422,1.6391,1.656,46,0,0.0,8
APP040713,35,Salaried,2,34.65,2.8875,1,Rajasthan,Rural,680,11,1,0.9642,2,0,Vehicle Loan,New Car Purchase,47.33,22,8.45,78.65,74.41,0,2.3299,1.1408,1.3659,36,0,0.0,-19
APP040714,23,Salaried,3,16.67,1.3892,2,Rajasthan,Urban,839,4,0,0.0,0,0,Personal Loan,Debt Consolidation,34.12,20,20.73,63.37,0.0,0,2.0322,1.4629,2.0468,24,0,0.0,23
APP040715,46,Salaried,16,10.62,0.885,0,Rajasthan,Semi-Urban,770,8,1,0.2275,1,0,Business Loan,Business Expansion,301.43,40,14.42,52.19,578.21,0,9.5357,11.0319,28.3832,49,0,0.0,-17
APP040716,31,Salaried,11,15.86,1.3217,2,Karnataka,Urban,732,8,1,0.1707,1,0,Loan Against Property,Medical,456.26,72,11.74,56.76,999.2,0,8.8584,6.8314,28.768,37,0,0.0,-27
APP040717,53,Salaried,8,10.46,0.8717,3,Uttar Pradesh,Urban,771,8,1,0.109,0,0,Personal Loan,Marriage,22.61,26,20.2,53.51,0.0,0,1.0809,1.365,2.1616,55,0,0.0,25
APP040718,26,Self-Employed Business,11,11.64,0.97,3,Uttar Pradesh,Rural,833,0,0,0.0,1,0,Personal Loan,Marriage,23.52,36,13.44,94.82,0.0,0,0.7975,0.8222,2.0206,29,0,0.0,-1
APP040719,52,Salaried,10,28.67,2.3892,1,Gujarat,Urban,736,12,2,0.772,1,0,Personal Loan,Debt Consolidation,21.72,20,21.36,51.92,0.0,0,1.3003,0.8674,0.7576,53,0,0.0,-10
APP040720,41,Self-Employed Professional,3,16.74,1.395,3,Telangana,Urban,745,2,1,0.3164,0,0,Business Loan,Business Expansion,132.99,37,16.2,59.79,269.79,0,4.5901,3.5172,7.9444,44,0,0.0,-7
APP040721,62,Self-Employed Professional,1,24.33,2.0275,0,Punjab,Semi-Urban,696,4,2,0.0171,0,0,Education Loan,Abroad Education,11.76,71,8.5,92.03,0.0,1,0.2113,0.1127,0.4834,67,1,10.39,68
APP040722,35,Government,6,19.02,1.585,1,Maharashtra,Urban,597,0,2,0.2829,0,0,Loan Against Property,Education,133.51,114,10.34,63.06,238.11,0,1.8437,1.3417,7.0195,44,0,0.0,-59
APP040723,55,Salaried,10,7.77,0.6475,2,Telangana,Urban,716,8,2,0.0527,0,1,Gold Loan,Business,13.1,20,11.04,44.13,29.51,1,0.7201,1.1935,1.686,56,0,0.0,-10
APP040724,27,Self-Employed Professional,9,21.25,1.7708,0,Gujarat,Urban,831,4,0,0.0,1,0,Education Loan,Abroad Education,13.0,73,11.46,50.68,0.0,1,0.2481,0.1401,0.6118,33,1,12.27,83
APP040725,45,Government,5,12.71,1.0592,1,West Bengal,Urban,697,12,1,0.2401,0,0,Education Loan,Domestic Education,21.66,65,9.94,50.35,0.0,1,0.4323,0.6348,1.7042,50,1,19.95,40
APP040726,33,Salaried,10,22.76,1.8967,1,Maharashtra,Urban,856,11,3,0.3064,0,0,Business Loan,Working Capital,477.2,84,12.86,48.47,1021.47,0,8.6449,4.7194,20.9666,40,0,0.0,1
APP040727,22,Self-Employed Business,12,27.39,2.2825,1,Gujarat,Urban,736,10,2,0.766,0,0,Education Loan,Abroad Education,15.69,106,14.22,42.75,0.0,1,0.2607,0.4498,0.5728,30,1,15.08,85
APP040728,50,Salaried,5,19.41,1.6175,3,Gujarat,Urban,667,6,2,0.244,0,0,Vehicle Loan,Two Wheeler,23.82,38,13.14,60.28,44.45,0,0.7697,0.6267,1.2272,53,0,0.0,-7
APP040729,37,Self-Employed Professional,0,28.37,2.3642,2,Delhi,Urban,695,3,1,0.5856,0,0,Loan Against Property,Education,327.36,94,12.44,53.69,589.4,0,5.4674,2.5603,11.5389,44,0,0.0,-20
APP040730,37,Salaried,1,31.47,2.6225,1,Uttar Pradesh,Urban,850,17,1,0.5205,0,0,Business Loan,Business Expansion,25.9,63,13.61,70.01,37.33,1,0.5776,0.4187,0.823,42,1,25.33,86
APP040731,34,Self-Employed Professional,13,14.04,1.17,2,Karnataka,Rural,698,9,1,0.1998,0,0,Vehicle Loan,Two Wheeler,46.43,27,11.13,81.13,56.76,0,1.9518,1.839,3.307,36,0,0.0,7
APP040732,21,Salaried,9,16.62,1.385,2,West Bengal,Urban,856,10,0,0.0,0,0,Home Loan,Purchase / Construction of House,200.45,251,9.91,57.78,404.57,1,1.896,1.369,12.0608,41,0,0.0,11
APP040733,31,Self-Employed Business,15,29.32,2.4433,2,Gujarat,Semi-Urban,581,9,0,0.0,1,0,Business Loan,Working Capital,320.45,61,16.23,61.9,609.43,0,7.7485,3.1713,10.9294,36,0,0.0,-69
APP040734,36,Self-Employed Business,10,38.56,3.2133,0,Delhi,Rural,702,0,4,0.5027,0,0,Vehicle Loan,Two Wheeler,47.93,19,11.86,78.76,76.24,0,2.7793,1.0214,1.243,37,0,0.0,-6
APP040735,41,Government,5,20.53,1.7108,3,Rajasthan,Urban,645,6,0,0.0,0,0,Loan Against Property,Medical,410.95,160,10.51,64.96,677.37,0,4.7848,2.7968,20.017,54,0,0.0,-46
APP040736,48,Salaried,9,21.75,1.8125,2,West Bengal,Urban,766,15,4,0.554,1,0,Education Loan,Abroad Education,6.51,137,9.94,76.17,0.0,1,0.0797,0.3496,0.2993,59,1,5.9,73
APP040737,49,Salaried,11,21.38,1.7817,4,Telangana,Urban,774,19,0,0.0,0,0,Gold Loan,Agriculture,19.29,6,13.33,68.19,33.12,1,3.3411,1.8752,0.9022,49,0,0.0,24
APP040738,22,Self-Employed Business,13,18.12,1.51,2,Punjab,Urban,582,5,3,0.3578,0,0,Gold Loan,Business,3.85,14,14.51,59.02,8.37,1,0.3006,0.436,0.2125,23,0,0.0,33
APP040739,29,Government,3,11.97,0.9975,0,Delhi,Urban,835,7,1,0.0985,0,0,Business Loan,Machinery Purchase,115.61,68,12.29,75.53,192.88,0,2.3687,2.4734,9.6583,34,0,0.0,6
APP040740,38,Salaried,4,8.94,0.745,1,Maharashtra,Rural,431,4,2,0.1844,0,0,Home Loan,Purchase / Construction of House,215.88,218,9.18,48.68,501.14,1,2.0386,2.9839,24.1477,56,0,0.0,-52
APP040741,54,PSU,8,27.66,2.305,2,Uttar Pradesh,Urban,728,6,0,0.0,0,0,Business Loan,Business Expansion,378.12,27,10.75,77.58,506.52,0,15.8286,6.8671,13.6703,56,0,0.0,-1
APP040742,29,PSU,4,14.81,1.2342,3,Uttar Pradesh,Semi-Urban,826,7,3,0.054,0,0,Personal Loan,Debt Consolidation,25.57,47,12.87,80.35,0.0,0,0.6955,0.6073,1.7265,32,0,0.0,20
APP040743,21,Salaried,13,22.67,1.8892,3,Uttar Pradesh,Urban,747,6,1,0.5036,0,0,Personal Loan,Travel,19.29,23,18.34,84.61,0.0,0,1.001,0.7964,0.8509,22,0,0.0,15
APP040744,30,Salaried,16,15.4,1.2833,1,Delhi,Urban,726,7,1,0.0771,0,0,Education Loan,Abroad Education,13.92,97,8.47,70.64,0.0,1,0.1987,0.2149,0.9039,38,1,13.51,95
APP040745,39,Government,5,10.62,0.885,3,Rajasthan,Semi-Urban,744,5,2,0.0831,0,0,Gold Loan,Agriculture,39.59,23,7.79,52.56,81.26,1,1.8586,2.194,3.7279,40,0,0.0,13
APP040746,27,Salaried,6,4.45,0.3708,2,Telangana,Urban,576,7,4,0.0105,0,0,Loan Against Property,Education,7.36,99,13.19,52.93,15.86,0,0.1224,0.3584,1.6539,35,1,6.27,43
APP040747,34,Salaried,12,8.38,0.6983,0,Telangana,Semi-Urban,593,5,1,0.1065,0,0,Personal Loan,Travel,20.55,16,18.73,87.31,0.0,0,1.4614,2.2453,2.4523,35,0,0.0,-34
APP040748,30,Salaried,11,53.97,4.4975,4,Maharashtra,Rural,674,2,1,1.3727,0,0,Personal Loan,Debt Consolidation,28.6,29,13.5,82.82,0.0,0,1.1613,0.5634,0.5299,32,0,0.0,25
APP040749,45,Self-Employed Professional,9,22.79,1.8992,0,Uttar Pradesh,Rural,722,4,3,0.1881,0,0,Loan Against Property,Medical,204.71,144,11.35,56.36,471.11,0,2.6087,1.4726,8.9824,57,0,0.0,-14
APP040750,58,Self-Employed Business,8,35.89,2.9908,3,Karnataka,Rural,561,4,0,0.0,1,0,Education Loan,Domestic Education,18.22,133,8.78,87.02,0.0,1,0.2148,0.0718,0.5077,69,0,0.0,11
APP040751,50,Government,12,6.4,0.5333,3,Gujarat,Semi-Urban,709,3,0,0.0,0,0,Gold Loan,Personal Need,42.04,17,14.56,40.98,120.93,1,2.7517,5.1598,6.5687,51,0,0.0,-2
APP040752,21,Government,4,11.54,0.9617,3,Rajasthan,Urban,729,1,3,0.0635,0,0,Vehicle Loan,Two Wheeler,26.29,22,8.33,60.11,51.79,0,1.2927,1.4102,2.2782,22,0,0.0,0
APP040753,49,Government,1,15.5,1.2917,3,Karnataka,Urban,667,9,4,0.3942,0,0,Personal Loan,Travel,23.06,42,21.33,56.67,0.0,0,0.7839,0.9121,1.4877,52,0,0.0,-35
APP040754,40,Salaried,11,8.77,0.7308,3,Punjab,Urban,825,0,2,0.2037,0,0,Gold Loan,Personal Need,23.24,5,14.52,67.52,39.01,1,4.8181,6.8716,2.6499,40,0,0.0,11
APP040755,38,Salaried,3,15.41,1.2842,2,Rajasthan,Semi-Urban,500,8,1,0.2176,0,0,Business Loan,Machinery Purchase,414.24,35,14.5,55.31,807.81,0,14.5843,11.5262,26.8812,40,0,0.0,-47
APP040756,47,Salaried,12,26.86,2.2383,3,Tamil Nadu,Semi-Urban,680,5,2,0.4232,1,0,Home Loan,Purchase / Construction of House,222.55,285,8.82,69.58,371.98,1,1.8674,1.0234,8.2856,70,0,0.0,-89
APP040757,48,Salaried,6,25.98,2.165,2,Tamil Nadu,Urban,773,2,3,0.068,0,0,Loan Against Property,Education,46.0,146,11.72,59.81,74.6,0,0.5927,0.3052,1.7706,60,1,42.66,89
APP040758,47,Salaried,8,25.51,2.1258,2,Gujarat,Urban,614,0,0,0.0,0,0,Personal Loan,Marriage,25.13,38,14.77,51.3,0.0,0,0.832,0.3914,0.9851,50,0,0.0,36
APP040759,46,Self-Employed Business,2,33.76,2.8133,2,West Bengal,Semi-Urban,696,5,0,0.0,0,0,Vehicle Loan,Used Car Purchase,37.25,24,9.23,48.83,96.66,0,1.7057,0.6063,1.1034,48,0,0.0,13
APP040760,23,Government,6,13.72,1.1433,4,Karnataka,Urban,739,4,1,0.288,0,0,Education Loan,Domestic Education,28.5,115,14.58,98.76,0.0,1,0.4613,0.6554,2.0773,32,0,0.0,31
APP040761,28,Self-Employed Business,9,34.81,2.9008,0,Telangana,Urban,650,9,2,0.5832,0,0,Gold Loan,Agriculture,10.56,11,15.32,47.51,27.69,1,1.0351,0.5579,0.3034,28,1,9.2,68
APP040762,29,Self-Employed Business,4,2.2,0.1833,3,Telangana,Rural,665,0,2,0.0154,0,0,Education Loan,Abroad Education,20.22,90,11.5,46.92,0.0,1,0.3363,1.9187,9.1909,36,0,0.0,-12
APP040763,36,Government,5,22.69,1.8908,1,Punjab,Urban,694,2,2,0.6364,1,0,Loan Against Property,Business Expansion,237.23,126,10.1,41.8,569.75,0,3.0616,1.9558,10.4553,46,0,0.0,-25
APP040764,39,Self-Employed Business,7,14.64,1.22,1,Telangana,Rural,749,8,1,0.217,2,0,Education Loan,Domestic Education,15.87,134,13.01,62.06,0.0,1,0.2251,0.3624,1.084,50,0,0.0,70
APP040765,40,Government,1,11.89,0.9908,2,West Bengal,Urban,646,12,0,0.0,0,0,Gold Loan,Personal Need,28.9,3,10.16,58.36,52.18,1,9.7969,9.8879,2.4306,40,0,0.0,20
APP040766,48,Government,0,17.13,1.4275,3,Uttar Pradesh,Semi-Urban,636,10,1,0.0584,0,0,Personal Loan,Debt Consolidation,22.67,56,13.83,97.23,0.0,0,0.5517,0.4274,1.3234,52,0,0.0,31
APP040767,44,Self-Employed Professional,2,19.16,1.5967,2,Maharashtra,Urban,624,7,1,0.4687,0,0,Loan Against Property,Business Expansion,13.39,174,12.49,43.33,31.26,0,0.1669,0.3981,0.6989,58,1,11.42,45
APP040768,30,Self-Employed Professional,13,75.03,6.2525,2,Uttar Pradesh,Urban,630,1,0,0.0,0,0,Business Loan,Machinery Purchase,99.9,38,17.54,53.38,231.35,1,3.445,0.551,1.3315,33,0,0.0,-7
APP040769,50,PSU,9,30.35,2.5292,0,Maharashtra,Urban,693,8,0,0.0,0,0,Business Loan,Business Expansion,214.5,14,13.91,76.38,353.75,0,16.6867,6.5976,7.0675,51,0,0.0,-46
APP040770,30,Salaried,14,18.78,1.565,4,Uttar Pradesh,Urban,554,14,3,0.1082,0,0,Personal Loan,Debt Consolidation,21.17,37,15.51,65.63,0.0,0,0.7235,0.5314,1.1273,33,0,0.0,16
APP040771,31,Salaried,4,12.05,1.0042,2,Karnataka,Urban,812,7,3,0.2239,1,0,Vehicle Loan,Used Car Purchase,6.16,27,12.27,82.02,7.51,0,0.2622,0.4841,0.5112,33,1,5.33,59
APP040772,29,Salaried,14,22.21,1.8508,2,Karnataka,Urban,710,6,0,0.0,0,0,Business Loan,Working Capital,418.64,75,16.96,71.36,723.48,0,9.0893,4.911,18.8492,35,0,0.0,-3
APP040773,45,Salaried,2,21.64,1.8033,1,Rajasthan,Semi-Urban,778,2,3,0.607,1,0,Business Loan,Working Capital,54.91,59,15.22,69.87,78.3,1,1.3276,1.0728,2.5374,49,0,0.0,-16
APP040774,43,Self-Employed Professional,8,13.04,1.0867,2,Karnataka,Semi-Urban,861,5,3,0.0544,0,1,Business Loan,Machinery Purchase,264.92,78,14.9,63.98,475.23,0,5.322,4.9475,20.316,49,0,0.0,-24
APP040775,38,Salaried,9,11.39,0.9492,3,Delhi,Semi-Urban,845,1,2,0.2349,0,0,Personal Loan,Marriage,24.66,56,17.0,42.32,0.0,0,0.6408,0.9226,2.1651,42,0,0.0,15
APP040776,53,Self-Employed Professional,19,50.9,4.2417,3,Telangana,Rural,740,9,1,0.4552,0,0,Home Loan,Purchase / Construction of House,91.55,187,10.39,45.55,191.38,1,0.9902,0.3408,1.7986,68,1,84.44,82
APP040777,27,Government,15,16.9,1.4083,1,West Bengal,Urban,768,10,0,0.0,0,0,Loan Against Property,Education,71.97,116,12.78,41.76,182.35,0,1.0836,0.7694,4.2586,36,0,0.0,26
APP040778,35,Salaried,8,18.26,1.5217,3,West Bengal,Semi-Urban,755,11,4,0.1656,0,0,Business Loan,Working Capital,81.09,54,15.58,59.89,142.71,1,2.0984,1.4878,4.4409,39,0,0.0,14
APP040779,42,Self-Employed Business,3,14.04,1.17,2,Rajasthan,Urban,843,14,4,0.2121,0,0,Business Loan,Business Expansion,441.67,18,11.52,50.06,1003.89,0,26.8356,23.1177,31.458,43,0,0.0,1
APP040780,30,Self-Employed Professional,14,19.79,1.6492,3,Punjab,Rural,738,6,0,0.0,0,0,Education Loan,Domestic Education,11.03,151,14.39,55.37,0.0,1,0.1585,0.0961,0.5574,42,1,10.4,98
APP040781,50,Salaried,8,17.29,1.4408,1,Gujarat,Semi-Urban,623,1,1,0.1698,1,0,Education Loan,Abroad Education,5.43,174,8.54,47.78,0.0,1,0.0545,0.1557,0.3141,64,0,0.0,22
APP040782,27,Salaried,4,15.53,1.2942,0,Gujarat,Rural,713,5,0,0.0,0,0,Home Loan,Purchase / Construction of House,292.29,74,9.89,43.02,659.34,1,5.2918,4.0889,18.821,33,0,0.0,1
APP040783,31,Self-Employed Professional,11,21.73,1.8108,4,Punjab,Urban,743,4,1,0.3014,0,0,Gold Loan,Personal Need,41.49,22,15.34,74.66,53.12,1,2.1755,1.3678,1.9093,32,0,0.0,6
APP040784,38,Self-Employed Business,3,20.16,1.68,1,Maharashtra,Rural,637,3,0,0.0,0,0,Business Loan,Working Capital,278.23,28,17.07,47.59,604.08,0,12.1163,7.2121,13.8011,40,0,0.0,-49
APP040785,48,Self-Employed Professional,8,29.2,2.4333,2,Gujarat,Urban,695,9,0,0.0,1,0,Education Loan,Domestic Education,13.98,40,11.31,98.22,0.0,1,0.4211,0.1731,0.4788,51,1,13.73,69
APP040786,48,Self-Employed Business,0,16.54,1.3783,2,Uttar Pradesh,Urban,789,4,0,0.0,0,0,Personal Loan,Medical Emergency,28.03,46,15.37,95.73,0.0,0,0.8102,0.5878,1.6947,51,0,0.0,36
APP040787,48,PSU,14,17.17,1.4308,2,Karnataka,Semi-Urban,801,10,1,0.495,0,0,Business Loan,Machinery Purchase,192.86,82,14.21,44.81,496.7,0,3.6887,2.924,11.2324,54,0,0.0,10
APP040788,43,Self-Employed Business,7,45.5,3.7917,3,Karnataka,Urban,720,4,1,0.1148,0,0,Business Loan,Machinery Purchase,206.65,24,17.6,52.65,385.92,0,10.2769,2.7406,4.5418,45,0,0.0,6
APP040789,37,PSU,0,10.2,0.85,2,Delhi,Rural,665,11,0,0.0,0,0,Education Loan,Abroad Education,9.62,140,10.5,95.05,0.0,1,0.1195,0.1406,0.9431,48,1,8.47,96
APP040790,45,Self-Employed Business,9,20.24,1.6867,1,Rajasthan,Semi-Urban,900,6,3,0.2605,0,0,Personal Loan,Marriage,3.04,54,20.61,98.28,0.0,0,0.0868,0.2059,0.1502,49,1,2.73,94
APP040791,47,Salaried,23,9.29,0.7742,2,Karnataka,Semi-Urban,786,9,2,0.1751,0,0,Business Loan,Working Capital,126.33,45,17.65,64.11,207.63,0,3.858,5.2094,13.5985,50,0,0.0,8
APP040792,31,Salaried,9,9.27,0.7725,3,Rajasthan,Rural,778,6,0,0.0,0,0,Business Loan,Machinery Purchase,68.66,62,16.44,66.33,100.87,1,1.6507,2.1368,7.4067,36,0,0.0,11
APP040793,38,Salaried,14,13.8,1.15,0,Maharashtra,Urban,815,2,1,0.1537,0,1,Education Loan,Domestic Education,15.67,138,10.05,68.85,0.0,1,0.192,0.3006,1.1355,49,0,0.0,75
APP040794,44,Self-Employed Professional,24,71.37,5.9475,0,West Bengal,Urban,691,0,0,0.0,0,0,Gold Loan,Business,27.46,8,12.95,70.28,40.16,1,3.6013,0.6055,0.3848,44,0,0.0,4
APP040795,43,Government,0,11.94,0.995,1,West Bengal,Semi-Urban,818,12,0,0.0,0,1,Education Loan,Domestic Education,6.52,142,10.78,45.24,0.0,1,0.0814,0.0818,0.5461,54,1,6.43,85
APP040796,44,PSU,11,35.11,2.9258,1,Maharashtra,Urban,733,9,0,0.0,0,0,Business Loan,Working Capital,380.07,60,13.05,66.49,584.82,0,8.6575,2.959,10.8251,49,0,0.0,3
APP040797,45,Self-Employed Professional,4,80.6,6.7167,1,Gujarat,Semi-Urban,715,9,0,0.0,0,0,Personal Loan,Travel,38.06,53,23.76,88.68,0.0,0,1.1661,0.1736,0.4722,49,1,34.58,49
APP040798,34,PSU,21,13.35,1.1125,3,Rajasthan,Rural,782,6,0,0.0,2,1,Personal Loan,Medical Emergency,4.21,50,18.22,78.81,0.0,0,0.1208,0.1086,0.3154,38,0,0.0,60
APP040799,43,Self-Employed Business,2,54.65,4.5542,2,Maharashtra,Semi-Urban,785,9,0,0.0,0,0,Vehicle Loan,New Car Purchase,17.41,76,12.3,63.85,31.62,0,0.3309,0.0727,0.3186,49,1,16.53,103
APP040800,49,Salaried,10,10.31,0.8592,2,Punjab,Rural,686,6,2,0.2672,1,0,Personal Loan,Marriage,31.27,37,12.01,42.22,0.0,0,1.0154,1.4928,3.033,52,0,0.0,-59
APP040801,29,Salaried,18,32.43,2.7025,3,Gujarat,Semi-Urban,719,6,0,0.0,0,0,Loan Against Property,Education,376.83,61,12.06,58.78,751.46,0,8.2934,3.0688,11.6198,34,0,0.0,1
APP040802,33,Salaried,13,17.33,1.4442,2,Gujarat,Rural,861,11,1,0.0403,0,0,Vehicle Loan,Two Wheeler,15.2,51,11.93,73.45,23.43,0,0.3814,0.292,0.8771,37,1,14.03,101
APP040803,38,Salaried,2,50.39,4.1992,2,Delhi,Semi-Urban,690,3,4,0.9936,1,0,Gold Loan,Personal Need,31.11,16,15.21,59.7,58.53,1,2.1604,0.7511,0.6174,39,0,0.0,-22
APP040804,39,Salaried,12,38.29,3.1908,1,Punjab,Semi-Urban,706,4,2,0.7246,1,0,Education Loan,Abroad Education,11.88,14,10.04,58.03,0.0,1,0.9028,0.51,0.3103,40,1,11.85,50
APP040805,47,Self-Employed Professional,10,44.41,3.7008,2,Rajasthan,Urban,775,0,3,0.9251,2,0,Education Loan,Domestic Education,19.71,44,10.44,46.07,0.0,1,0.5411,0.3962,0.4438,50,0,0.0,73
APP040806,42,Salaried,9,15.49,1.2908,4,Gujarat,Urban,600,10,0,0.0,0,0,Gold Loan,Agriculture,24.99,16,8.67,64.26,43.02,1,1.6595,1.2856,1.6133,43,0,0.0,14
APP040807,37,Salaried,2,14.59,1.2158,2,Uttar Pradesh,Semi-Urban,776,11,2,0.0587,0,0,Education Loan,Domestic Education,15.94,178,12.63,79.12,0.0,1,0.1986,0.2116,1.0925,51,1,14.31,100
APP040808,33,Self-Employed Business,9,90.58,7.5483,0,West Bengal,Semi-Urban,876,3,2,1.5894,0,0,Home Loan,Purchase / Construction of House,113.79,78,8.83,40.95,334.63,1,1.9225,0.4653,1.2562,39,1,97.5,90
APP040809,43,Salaried,10,17.9,1.4917,3,Karnataka,Rural,738,9,1,0.0456,0,0,Loan Against Property,Business Expansion,272.5,119,12.2,56.04,465.37,0,3.9582,2.6841,15.2235,52,0,0.0,-2
APP040810,34,Salaried,12,22.7,1.8917,2,Karnataka,Semi-Urban,631,12,1,0.5505,0,0,Education Loan,Abroad Education,8.41,126,11.57,83.98,0.0,1,0.1156,0.3521,0.3705,44,1,8.12,50
APP040811,28,Self-Employed Business,11,12.34,1.0283,4,Karnataka,Semi-Urban,726,0,2,0.015,2,0,Personal Loan,Travel,25.95,37,13.39,53.24,0.0,0,0.8599,0.8508,2.1029,31,0,0.0,-10
APP040812,37,Government,18,33.86,2.8217,2,Karnataka,Semi-Urban,683,13,0,0.0,0,0,Home Loan,Purchase / Construction of House,83.94,219,8.42,57.0,161.78,1,0.7515,0.2663,2.479,55,1,72.98,55
APP040813,42,PSU,4,26.54,2.2117,0,Gujarat,Urban,780,3,1,0.132,0,0,Loan Against Property,Medical,399.74,153,13.01,62.54,776.34,0,5.3642,2.4851,15.0618,54,0,0.0,1
APP040814,34,Salaried,4,18.03,1.5025,4,Gujarat,Rural,758,5,1,0.0641,0,0,Gold Loan,Business,27.79,12,10.6,54.73,55.76,1,2.4509,1.6739,1.5413,35,0,0.0,25
APP040815,36,Salaried,10,14.6,1.2167,0,Uttar Pradesh,Urban,789,11,1,0.1145,0,0,Gold Loan,Business,38.96,21,14.75,72.4,61.97,1,2.1163,1.8335,2.6685,37,0,0.0,21
APP040816,48,Self-Employed Business,9,33.89,2.8242,3,Maharashtra,Rural,640,5,2,0.2058,0,0,Gold Loan,Business,38.31,14,16.81,61.1,60.82,1,3.0326,1.1467,1.1304,49,0,0.0,15
APP040817,28,Self-Employed Business,5,56.14,4.6783,2,Tamil Nadu,Rural,870,6,0,0.0,1,1,Loan Against Property,Education,333.92,135,10.21,64.67,588.56,0,4.1696,0.8913,5.948,39,0,0.0,-30
APP040818,35,Salaried,2,13.76,1.1467,3,Rajasthan,Rural,823,11,3,0.0508,0,0,Personal Loan,Debt Consolidation,36.38,48,20.48,71.49,0.0,0,1.1164,1.0179,2.6439,39,0,0.0,13
APP040819,43,Salaried,12,15.25,1.2708,2,West Bengal,Rural,611,6,1,0.3074,0,0,Business Loan,Business Expansion,102.54,51,12.13,54.44,212.22,0,2.5831,2.2746,6.7239,47,0,0.0,-47
APP040820,44,Salaried,1,20.81,1.7342,2,Uttar Pradesh,Rural,849,11,0,0.0,0,0,Home Loan,Purchase / Construction of House,107.46,200,9.72,43.58,309.65,1,1.0869,0.6267,5.1639,60,0,0.0,19
APP040821,41,Salaried,13,7.44,0.62,1,Tamil Nadu,Rural,818,3,4,0.2056,0,0,Education Loan,Abroad Education,17.58,41,10.06,63.51,0.0,1,0.5085,1.1518,2.3629,44,0,0.0,13
APP040822,34,Salaried,6,21.88,1.8233,1,Maharashtra,Semi-Urban,879,4,0,0.0,0,0,Gold Loan,Agriculture,34.67,9,15.39,40.17,111.12,1,4.1034,2.2505,1.5846,34,0,0.0,23
APP040823,47,Salaried,1,10.73,0.8942,1,Punjab,Urban,831,3,3,0.0742,0,0,Personal Loan,Travel,22.53,23,15.42,47.6,0.0,0,1.1377,1.3553,2.0997,48,0,0.0,8
APP040824,23,Salaried,12,12.14,1.0117,2,Rajasthan,Urban,765,10,0,0.0,0,0,Home Loan,Purchase / Construction of House,231.85,259,9.52,41.54,550.98,1,2.1122,2.0878,19.098,44,0,0.0,11
APP040825,31,Salaried,5,11.8,0.9833,1,Rajasthan,Urban,756,10,2,0.0183,1,0,Vehicle Loan,Used Car Purchase,10.24,31,9.6,84.11,13.15,0,0.3743,0.3993,0.8678,33,1,9.36,69
APP040826,26,Self-Employed Professional,6,29.1,2.425,4,Telangana,Rural,744,13,0,0.0,0,0,Education Loan,Abroad Education,20.57,106,8.71,63.66,0.0,1,0.2789,0.115,0.7069,34,1,19.76,98
APP040827,28,Self-Employed Professional,15,45.82,3.8183,0,West Bengal,Rural,734,0,0,0.0,0,0,Home Loan,Purchase / Construction of House,21.82,307,9.59,42.92,51.46,1,0.191,0.05,0.4762,53,1,20.02,88
APP040828,38,Salaried,8,12.63,1.0525,2,Rajasthan,Semi-Urban,752,0,0,0.0,0,1,Loan Against Property,Business Expansion,404.52,80,10.04,44.22,1159.56,0,6.9565,6.6095,32.0285,44,0,0.0,-24
APP040829,46,Salaried,16,21.16,1.7633,4,Telangana,Rural,699,6,0,0.0,0,0,Personal Loan,Medical Emergency,3.21,17,23.29,49.55,0.0,0,0.2235,0.1268,0.1517,47,1,3.05,53
APP040830,45,PSU,5,19.93,1.6608,2,Gujarat,Semi-Urban,675,2,1,0.2028,0,0,Home Loan,Purchase / Construction of House,59.51,293,8.68,70.27,83.53,1,0.4897,0.417,2.986,69,0,0.0,20
APP040831,43,Salaried,6,16.84,1.4033,2,Tamil Nadu,Urban,721,10,0,0.0,0,0,Education Loan,Abroad Education,29.7,129,13.3,73.71,0.0,1,0.4338,0.3091,1.7637,53,1,26.76,98
APP040832,29,Salaried,8,44.74,3.7283,3,Karnataka,Semi-Urban,703,6,2,0.1078,0,0,Loan Against Property,Business Expansion,379.49,157,12.3,64.82,660.36,0,4.8725,1.3358,8.4821,42,0,0.0,-6
APP040833,26,Self-Employed Professional,10,51.12,4.26,4,Gujarat,Rural,746,0,1,0.0484,0,0,Personal Loan,Debt Consolidation,25.36,44,22.14,60.63,0.0,0,0.8466,0.2101,0.4961,29,1,22.91,85
APP040834,27,Self-Employed Professional,6,110.75,9.2292,3,Delhi,Urban,627,2,1,0.4328,0,0,Loan Against Property,Education,311.21,134,13.09,63.15,539.62,0,4.43,0.5269,2.81,38,0,0.0,14
APP040835,43,PSU,10,26.29,2.1908,0,Delhi,Semi-Urban,652,5,3,0.1669,0,0,Education Loan,Domestic Education,6.62,122,11.47,74.09,0.0,1,0.0921,0.1182,0.2518,53,1,5.81,90
